id,dispersion
0007cb93,NA
00261c81,NA
00261c81,1.750384384467241
004a8ee7,NA
004a8ee7,-0.26004314309396936
0051e968,NA
006b65bd,NA
00738b9f,NA
00738b9f,0.5019901471483853
0083c472,NA
008b8a54,NA
008b8a54,0.8889975591845597
00a1a685,NA
00b3d68a,NA
00b3d68a,1.3574258108939987
00b948a7,NA
00b948a7,2.9999999346139994
00cc6d45,NA
00cebd4e,NA
00cebd4e,0.40401338198601405
00fc7fbd,NA
00fc7fbd,-0.2674274490529966
010cd779,NA
010cd779,0.6097784073067756
010e0772,NA
0138ef99,NA
0138ef99,1.6343364755658905
013e158a,NA
0141ae45,NA
0163ccb2,NA
0163ccb2,-0.833701048770353
0171bcbd,NA
017b2290,NA
018b6d7d,NA
018b6d7d,2.9999999148890795
0193835f,NA
0193835f,2.9999999052034703
01a90f8a,NA
01b1e1a8,NA
01b1e1a8,2.611257572981719
01d6b445,NA
01dc2a68,NA
01dc2a68,0.47579673893736935
01e476b6,NA
01e476b6,-0.310215976293516
021e7cf9,NA
021e7cf9,0.7921328717270055
0224f02c,NA
022f37a7,NA
023c1e0e,NA
023c1e0e,1.2815545473694763
024175ca,NA
02708e11,NA
02708e11,2.9999995280823817
029358d0,NA
029358d0,2.9999998596761865
02f6dd36,NA
02f6dd36,0.8614076187516815
02f78490,NA
02f78490,0.5205832853448725
02fd1abd,NA
02fd1abd,2.9999999463239426
0334b701,NA
03831ffd,NA
03831ffd,-0.7218859148010295
03972ae3,NA
03c4f8ec,NA
03c4f8ec,1.7345164510544633
03e69a1b,NA
03e69a1b,2.9999998642524344
03ed5d90,NA
0434b8d8,NA
0434b8d8,2.999999913939483
04597318,NA
04597318,1.4502279673325982
04809989,NA
048b5e02,NA
04a93cf5,NA
04ad6e51,NA
04bb4cfa,NA
04bb4cfa,2.9999999191462914
05069d02,NA
05069d02,2.9999999201736616
0524fff5,NA
0524fff5,2.3344864789877287
0542f3be,NA
05493435,NA
05493435,1.4450597793658577
0551da17,NA
0551da17,2.9999999250355622
0573b8e0,NA
0573b8e0,1.967131000696082
057926cd,NA
057926cd,2.999999921979962
0590dea4,NA
0590dea4,0.5818347108666577
059b192f,NA
059b192f,1.280536314914125
05b97bd8,NA
05b97bd8,1.2289714030098287
060e08ab,NA
060e08ab,2.999999916304892
062c6a5c,NA
062c6a5c,-0.46162927499521517
0653d193,NA
0653d193,-1.1925042462041548
06552b80,NA
06552b80,2.9999999341129087
06611360,NA
06611360,1.282774773924516
066b8d4d,NA
067b58d8,NA
0689b2af,NA
0689b2af,0.25274971433993415
06bb705c,NA
06c4cb93,NA
06dc25b1,NA
