"","date","tests","id","hosp","deaths","new_deaths","confirmed","new_confirmed","population","administrative_area_level","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","weekend","cs","p2.5_signal","p97.5_signal","mean_signal","p2.5_position","p97.5_position","mean_position","p2.5_growth_rate","p97.5_growth_rate","p25_growth_rate","p75_growth_rate","growth_rate","percentile_0_growth_rate","dispersion","z_score_growth_rate","error...30","error...31","error","p2.5_signal_deaths","p97.5_signal_deaths","mean_signal_deaths","p2.5_position_deaths","p97.5_position_deaths","mean_position_deaths","p2.5_growth_rate_deaths","p97.5_growth_rate_deaths","p25_growth_rate_deaths","p75_growth_rate_deaths","growth_rate_deaths","percentile_0_growth_rate_deaths","dispersion_deaths","z_score_growth_rate_deaths","country","state","county","deaths_pc"
"12",2020-02-16,NA,"SWE",NA,0,NA,1,NA,10175214,1,"Sweden",NA,NA,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
"13",2020-02-17,NA,"SWE",NA,0,0,1,0,10175214,1,"Sweden",NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
"14",2020-02-18,NA,"SWE",NA,0,0,1,0,10175214,1,"Sweden",NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
"15",2020-02-19,NA,"SWE",NA,0,0,1,0,10175214,1,"Sweden",NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
"16",2020-02-20,NA,"SWE",NA,0,0,1,0,10175214,1,"Sweden",NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
"17",2020-02-21,NA,"SWE",NA,0,0,1,0,10175214,1,"Sweden",NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
"18",2020-02-22,NA,"SWE",NA,0,NA,1,NA,10175214,1,"Sweden",NA,NA,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
"19",2020-02-23,NA,"SWE",NA,0,NA,1,NA,10175214,1,"Sweden",NA,NA,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
"20",2020-02-24,NA,"SWE",NA,0,0,1,0,10175214,1,"Sweden",NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
"21",2020-02-25,NA,"SWE",NA,0,0,1,0,10175214,1,"Sweden",NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
"22",2020-02-26,NA,"SWE",NA,0,0,2,1,10175214,1,"Sweden",NA,NA,FALSE,0,2.59017224627009,6.59206894516181,4.13214157880113,0.584412251579313,1.51132858228057,1.04787041692994,0.2113961754094,0.37022440031038,0.263481211769064,0.318139363950717,0.29081028785989,3.55547684662262e-13,2.56856200794197,7.17728465320891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
"23",2020-02-27,NA,"SWE",1,0,0,3,1,10175214,1,"Sweden",NA,NA,FALSE,0,3.30648835045642,7.53226007115103,4.99052403840208,0.931705374453853,1.7456560351258,1.33868070478983,0.216457420035737,0.364137660658804,0.264886663057572,0.315708417636968,0.29029754034727,6.51820464358149e-15,2.56856200794197,7.7054685377096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
"24",2020-02-28,NA,"SWE",1,0,0,11,8,10175214,1,"Sweden",NA,NA,FALSE,0,4.57301178411977,9.45709425465576,6.57627580550513,1.27130422255678,1.98665226771742,1.6289782451371,0.220177178287666,0.356880968279083,0.265006879536583,0.312051267030166,0.288529073283375,6.50638505745926e-17,2.56856200794197,8.2734588728467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,0
